department,catalogNumber,description,catoid,coid,coreCode,coreArea,groupNavoid,groupTitle
FREN,3318,History of French Cinema,44,211365,40,"Language, Philosophy & Culture",15887,2022-2023 Undergraduate Catalog
FREN,3319,History of the French Cinema,44,211366,40,"Language, Philosophy & Culture",15887,2022-2023 Undergraduate Catalog
FREN,3321,Francophone African Cinema,44,211368,40,"Language, Philosophy & Culture",15887,2022-2023 Undergraduate Catalog
FREN,3322,Francophone African Cinema,44,211369,40,"Language, Philosophy & Culture",15887,2022-2023 Undergraduate Catalog
FREN,3362,Paris-Berlin: Tales of Two Cities,44,211370,40,"Language, Philosophy & Culture",15887,2022-2023 Undergraduate Catalog
FREN,3364,Writing Holocausts: The Literatures of Genocide,44,211371,40,"Language, Philosophy & Culture",15887,2022-2023 Undergraduate Catalog
GERM,3350,20Th C Thru German Culture,44,211525,40,"Language, Philosophy & Culture",15887,2022-2023 Undergraduate Catalog
GERM,3362,Paris-Berlin: Tales of Two Cities,44,211528,40,"Language, Philosophy & Culture",15887,2022-2023 Undergraduate Catalog
GERM,3364,Writing Holocausts,44,211530,40,"Language, Philosophy & Culture",15887,2022-2023 Undergraduate Catalog
GERM,3369,"World War I in Literature, Visual Arts, and Film",44,211531,40,"Language, Philosophy & Culture",15887,2022-2023 Undergraduate Catalog
HISP,2373,Spanish Culture and Civilization,44,214259,40,"Language, Philosophy & Culture",15887,2022-2023 Undergraduate Catalog
HISP,2374,Spanish American Culture and Civilization,44,214260,40,"Language, Philosophy & Culture",15887,2022-2023 Undergraduate Catalog
HISP,2375,United States Hispanic Culture and Civilization,44,214261,40,"Language, Philosophy & Culture",15887,2022-2023 Undergraduate Catalog
HIST,2311,Western Civilization to 1450,44,211621,40,"Language, Philosophy & Culture",15887,2022-2023 Undergraduate Catalog
HIST,2312,Western Civilization from 1450,44,211622,40,"Language, Philosophy & Culture",15887,2022-2023 Undergraduate Catalog
HIST,2321,The Study of Early Civilizations,44,211623,40,"Language, Philosophy & Culture",15887,2022-2023 Undergraduate Catalog
HIST,2322,Modern Civilizations,44,211624,40,"Language, Philosophy & Culture",15887,2022-2023 Undergraduate Catalog
HIST,2349,Latina/o Jewish History,44,214307,40,"Language, Philosophy & Culture",15887,2022-2023 Undergraduate Catalog
HIST,2368,Introduction to African Studies,44,213648,40,"Language, Philosophy & Culture",15887,2022-2023 Undergraduate Catalog
HIST,2371,Latin America 1492-1820,44,211625,40,"Language, Philosophy & Culture",15887,2022-2023 Undergraduate Catalog
HIST,2372,Latin American Hist Since 1820,44,211626,40,"Language, Philosophy & Culture",15887,2022-2023 Undergraduate Catalog
HIST,2373,Environment in Latin America,44,213523,40,"Language, Philosophy & Culture",15887,2022-2023 Undergraduate Catalog
HIST,2374,Popular Culture in Latin America,44,214489,40,"Language, Philosophy & Culture",15887,2022-2023 Undergraduate Catalog
HIST,3379,World Civ To 1500,44,211696,40,"Language, Philosophy & Culture",15887,2022-2023 Undergraduate Catalog
HIST,3380,World Civ Since 1500,44,211697,40,"Language, Philosophy & Culture",15887,2022-2023 Undergraduate Catalog
HIST,4330,Flowering of the Middle Ages,44,211733,40,"Language, Philosophy & Culture",15887,2022-2023 Undergraduate Catalog
HON,2301,The Human Situation: Antiquity,44,211774,40,"Language, Philosophy & Culture",15887,2022-2023 Undergraduate Catalog
IART,1300,The Arts in Society,44,214503,40,"Language, Philosophy & Culture",15887,2022-2023 Undergraduate Catalog
ILAS,2350,Knowledge and Methods,44,212058,40,"Language, Philosophy & Culture",15887,2022-2023 Undergraduate Catalog
ILAS,2360,Cosmic Narratives,44,212059,40,"Language, Philosophy & Culture",15887,2022-2023 Undergraduate Catalog
ITAL,3305,Italian Culture Through Films,44,212129,40,"Language, Philosophy & Culture",15887,2022-2023 Undergraduate Catalog
ITAL,3306,Italian Cinema,44,212130,40,"Language, Philosophy & Culture",15887,2022-2023 Undergraduate Catalog
ITAL,3308,Italian Heritage,44,212131,40,"Language, Philosophy & Culture",15887,2022-2023 Undergraduate Catalog
ITAL,3335,Survey of Italian Literature,44,212133,40,"Language, Philosophy & Culture",15887,2022-2023 Undergraduate Catalog
ITAL,3336,Survey of Italian Literature  in Translation,44,212134,40,"Language, Philosophy & Culture",15887,2022-2023 Undergraduate Catalog
JWST,2372,The Bible and Modern Pop Culture,44,214511,40,"Language, Philosophy & Culture",15887,2022-2023 Undergraduate Catalog
JWST,2380,Introduction to Jewish Studies,44,213548,40,"Language, Philosophy & Culture",15887,2022-2023 Undergraduate Catalog
JWST,3371,Women in the Hebrew Bible/Old Testament,44,214512,40,"Language, Philosophy & Culture",15887,2022-2023 Undergraduate Catalog
MAS,3340,Mexican Amer Urban Communities,44,212467,40,"Language, Philosophy & Culture",15887,2022-2023 Undergraduate Catalog
PHIL,1301,Intro To Philosophy,44,212656,40,"Language, Philosophy & Culture",15887,2022-2023 Undergraduate Catalog
PHIL,1305,Intro To Ethics,44,212657,40,"Language, Philosophy & Culture",15887,2022-2023 Undergraduate Catalog
POLS,3340,Ancient and Medieval Political Thought,44,212826,40,"Language, Philosophy & Culture",15887,2022-2023 Undergraduate Catalog
POLS,3342,Liberalism and Its Critics,44,212828,40,"Language, Philosophy & Culture",15887,2022-2023 Undergraduate Catalog
RELS,1301,Introduction To Religious Studies,44,212953,40,"Language, Philosophy & Culture",15887,2022-2023 Undergraduate Catalog
RELS,2310,Bible and Western Culture I,44,212954,40,"Language, Philosophy & Culture",15887,2022-2023 Undergraduate Catalog
RELS,2311,Bible and Western Culture II,44,212955,40,"Language, Philosophy & Culture",15887,2022-2023 Undergraduate Catalog
RELS,2330,Judaism,44,212956,40,"Language, Philosophy & Culture",15887,2022-2023 Undergraduate Catalog
RELS,2336,Introduction to Jewish Studies,44,214805,40,"Language, Philosophy & Culture",15887,2022-2023 Undergraduate Catalog
RELS,2372,The Bible and Modern Pop Culture,44,214339,40,"Language, Philosophy & Culture",15887,2022-2023 Undergraduate Catalog
RELS,3371,Women in the Hebrew Bible/Old Testament,44,214340,40,"Language, Philosophy & Culture",15887,2022-2023 Undergraduate Catalog
SPAN,3331,Mexican American Literature,44,213081,40,"Language, Philosophy & Culture",15887,2022-2023 Undergraduate Catalog
SPAN,3373,Spanish Culture and Civilization,44,213088,40,"Language, Philosophy & Culture",15887,2022-2023 Undergraduate Catalog
SPAN,3374,Span American Culture & Civ,44,213089,40,"Language, Philosophy & Culture",15887,2022-2023 Undergraduate Catalog
SPAN,3375,United States Hispanic Culture and Civilization,44,213090,40,"Language, Philosophy & Culture",15887,2022-2023 Undergraduate Catalog
WCL,2351,World Cultures Thru Lit & Arts,44,213330,40,"Language, Philosophy & Culture",15887,2022-2023 Undergraduate Catalog
WCL,2352,World Cinema,44,213331,40,"Language, Philosophy & Culture",15887,2022-2023 Undergraduate Catalog
WCL,2370,Cultures of India,44,213332,40,"Language, Philosophy & Culture",15887,2022-2023 Undergraduate Catalog
WCL,2380,Introduction to Jewish Studies,44,213333,40,"Language, Philosophy & Culture",15887,2022-2023 Undergraduate Catalog
WCL,3351,Introduction to Latino Cultural Studies,44,213335,40,"Language, Philosophy & Culture",15887,2022-2023 Undergraduate Catalog
WCL,3377,"The Modern Middle East: Literature, Politics, and Ideas",44,213347,40,"Language, Philosophy & Culture",15887,2022-2023 Undergraduate Catalog
WGSS,2350,Introduction To Women’s Studies,44,213634,40,"Language, Philosophy & Culture",15887,2022-2023 Undergraduate Catalog
WGSS,2360,Introduction to LGBT Studies,44,213635,40,"Language, Philosophy & Culture",15887,2022-2023 Undergraduate Catalog
ARCH,2350,History of the Built Environment I,44,209996,50,Creative Arts,15891,2022-2023 Undergraduate Catalog
ARED,2310,Introduction to Critical Visual Culture,44,214734,50,Creative Arts,15891,2022-2023 Undergraduate Catalog
ARTS,1304,Art History II (15th Century to the Present),44,210168,50,Creative Arts,15891,2022-2023 Undergraduate Catalog
CLAS,3345,Myth&Performance in Greek Trag,44,210531,50,Creative Arts,15891,2022-2023 Undergraduate Catalog
CLAS,3381,From Homer To Hollywood,44,210537,50,Creative Arts,15891,2022-2023 Undergraduate Catalog
DANC,2303,Introduction to Dance,44,210894,50,Creative Arts,15891,2022-2023 Undergraduate Catalog
DANC,2323,Dance in Film and Cinematic Media,44,214747,50,Creative Arts,15891,2022-2023 Undergraduate Catalog
DANC,3310,Dance History I,44,210907,50,Creative Arts,15891,2022-2023 Undergraduate Catalog
DRAM,1310,Introduction to Theatre,44,213199,50,Creative Arts,15891,2022-2023 Undergraduate Catalog
ENGL,2307,Intro To Drama,44,211185,50,Creative Arts,15891,2022-2023 Undergraduate Catalog
ENGL,2318,Creation and Perform of Lit,44,211192,50,Creative Arts,15891,2022-2023 Undergraduate Catalog
GERM,3363,Themes in German Drama,44,211529,50,Creative Arts,15891,2022-2023 Undergraduate Catalog
GERM,3381,History of German Cinema,44,211533,50,Creative Arts,15891,2022-2023 Undergraduate Catalog
GERM,3384,Fascism and German Cinema,44,211535,50,Creative Arts,15891,2022-2023 Undergraduate Catalog
GERM,3385,East German Cinema,44,211536,50,Creative Arts,15891,2022-2023 Undergraduate Catalog
HIST,4371,Latin American History Through Film,44,211754,50,Creative Arts,15891,2022-2023 Undergraduate Catalog
HON,3310,Creativity at Work,44,211776,50,Creative Arts,15891,2022-2023 Undergraduate Catalog
INDS,2355,Design History I,44,211984,50,Creative Arts,15891,2022-2023 Undergraduate Catalog
MUED,2342,Music for Children,44,212571,50,Creative Arts,15891,2022-2023 Undergraduate Catalog
MUSI,1307,Listening to Classical Music,44,212539,50,Creative Arts,15891,2022-2023 Undergraduate Catalog
MUSI,2302,Listening to Jazz,44,212521,50,Creative Arts,15891,2022-2023 Undergraduate Catalog
MUSI,2362,History of Music I,44,212524,50,Creative Arts,15891,2022-2023 Undergraduate Catalog
MUSI,3301,Listening To World Music,44,212540,50,Creative Arts,15891,2022-2023 Undergraduate Catalog
PHIL,1361,Philosophy and the Arts,44,212660,50,Creative Arts,15891,2022-2023 Undergraduate Catalog
POLS,2346,Politics of Greek Theater,44,212788,50,Creative Arts,15891,2022-2023 Undergraduate Catalog
SPAN,3386,Screen Memories: Spanish Culture Through Film,44,213092,50,Creative Arts,15891,2022-2023 Undergraduate Catalog
THEA,1332,Fundamentals of Theatre,44,213200,50,Creative Arts,15891,2022-2023 Undergraduate Catalog
WCL,3366,Latin American and Latino Film Studies,44,213340,50,Creative Arts,15891,2022-2023 Undergraduate Catalog
HIST,1301,The U.S. to 1877,44,211614,60,American History,15892,2022-2023 Undergraduate Catalog
HIST,1302,The U.S. Since 1877,44,211615,60,American History,15892,2022-2023 Undergraduate Catalog
HIST,2348,U.S. Latino/a Histories,44,213545,60,American History,15892,2022-2023 Undergraduate Catalog
HIST,2301,Texas History to 1865,44,211619,60,American History,15892,2022-2023 Undergraduate Catalog
HIST,2302,Texas Since 1865,44,211620,60,American History,15892,2022-2023 Undergraduate Catalog
GOVT,2305,"US Government: Congress, President, & Courts",44,212785,70,Government/Political Science,15893,2022-2023 Undergraduate Catalog
GOVT,2306,US and Texas Constitution and Politics,44,212784,70,Government/Political Science,15893,2022-2023 Undergraduate Catalog
POLS,1107,Texas Constitution and Government,44,212781,70,Government/Political Science,15893,2022-2023 Undergraduate Catalog
POLS,2336,"U.S. and Texas Constitutions, Politics, and Institutions",44,213549,70,Government/Political Science,15893,2022-2023 Undergraduate Catalog
AAMS,2300,Introduction to Asian American Studies,44,210814,80,Social and Behavioral Sciences,15894,2022-2023 Undergraduate Catalog
ANTH,2301,Introduction to Physical Anthropology,44,209900,80,Social and Behavioral Sciences,15894,2022-2023 Undergraduate Catalog
ANTH,2302,Introduction to Archeology,44,209902,80,Social and Behavioral Sciences,15894,2022-2023 Undergraduate Catalog
ANTH,2346,Introduction to Anthropology,44,209899,80,Social and Behavioral Sciences,15894,2022-2023 Undergraduate Catalog
ANTH,2351,Introduction to Cultural Anthropology,44,209901,80,Social and Behavioral Sciences,15894,2022-2023 Undergraduate Catalog
ECON,2301,Principles of Macroeconomics,44,210953,80,Social and Behavioral Sciences,15894,2022-2023 Undergraduate Catalog
ECON,2302,Principles of Microeconomics,44,210952,80,Social and Behavioral Sciences,15894,2022-2023 Undergraduate Catalog
ENTR,3310,Entrepreneurship,44,211298,80,Social and Behavioral Sciences,15894,2022-2023 Undergraduate Catalog
ENTR,3311,Technology Entrepreneurship,44,214073,80,Social and Behavioral Sciences,15894,2022-2023 Undergraduate Catalog
GHL,2365,Tourism,44,211803,80,Social and Behavioral Sciences,15894,2022-2023 Undergraduate Catalog
HDFS,2314,Introduction to Human Development and Interventions,44,211926,80,Social and Behavioral Sciences,15894,2022-2023 Undergraduate Catalog
KIN,1304,Public Health Issues in Physical Activity and Obesity,44,212155,80,Social and Behavioral Sciences,15894,2022-2023 Undergraduate Catalog
POLS,3311,Introduction to Comparative Politics,44,212790,80,Social and Behavioral Sciences,15894,2022-2023 Undergraduate Catalog
POLS,3354,Law and Society,44,212837,80,Social and Behavioral Sciences,15894,2022-2023 Undergraduate Catalog
PSYC,2301,Introduction to Psychology,44,212889,80,Social and Behavioral Sciences,15894,2022-2023 Undergraduate Catalog
PSYC,2307,Psychology of Adolescence,44,212894,80,Social and Behavioral Sciences,15894,2022-2023 Undergraduate Catalog
PSYC,2308,Child Development,44,212893,80,Social and Behavioral Sciences,15894,2022-2023 Undergraduate Catalog
SOCI,1301,Introduction To Sociology,44,213006,80,Social and Behavioral Sciences,15894,2022-2023 Undergraduate Catalog
TECH,1313,Impact of Modern Technology on Society,44,213186,80,Social and Behavioral Sciences,15894,2022-2023 Undergraduate Catalog
ANTH,2304,Intro To Language and Culture,44,209903,81,Writing in the Disciplines,15896,2022-2023 Undergraduate Catalog
ANTH,3348,Anthropology of Religion,44,209917,81,Writing in the Disciplines,15896,2022-2023 Undergraduate Catalog
ANTH,3361,Human Origins,44,209920,81,Writing in the Disciplines,15896,2022-2023 Undergraduate Catalog
ANTH,3381,Global Hinduism,44,209929,81,Writing in the Disciplines,15896,2022-2023 Undergraduate Catalog
ARAB,3314,Women and Gender in Arabic Literature,44,209987,81,Writing in the Disciplines,15896,2022-2023 Undergraduate Catalog
ARTH,3312,Pre-Columbian Art,44,210181,81,Writing in the Disciplines,15896,2022-2023 Undergraduate Catalog
BCHS,4311,Biochemistry Lab II,44,210233,81,Writing in the Disciplines,15896,2022-2023 Undergraduate Catalog
BIOL,3311,Advanced Methods and Writing in Genetics Laboratory,44,210268,81,Writing in the Disciplines,15896,2022-2023 Undergraduate Catalog
BUSI,4350,Business Law and Ethics,44,211403,81,Writing in the Disciplines,15896,2022-2023 Undergraduate Catalog
CHIN,3344,Modern and Contemporary Global Chinese Literature,44,214580,81,Writing in the Disciplines,15896,2022-2023 Undergraduate Catalog
CHIN,3354,Chinese Culture and Language,44,210488,81,Writing in the Disciplines,15896,2022-2023 Undergraduate Catalog
CLAS,4305,"Fifth-Century Athens: Readings in Intellectual, Literary, and Political History",44,210541,81,Writing in the Disciplines,15896,2022-2023 Undergraduate Catalog
CLAS,4381,Latin Classics in Translation,44,210547,81,Writing in the Disciplines,15896,2022-2023 Undergraduate Catalog
DANC,2303,Introduction to Dance,44,210894,81,Writing in the Disciplines,15896,2022-2023 Undergraduate Catalog
DANC,3310,Dance History I,44,210907,81,Writing in the Disciplines,15896,2022-2023 Undergraduate Catalog
ECON,3344,History of Economic Doctrine,44,210959,81,Writing in the Disciplines,15896,2022-2023 Undergraduate Catalog
ECON,3350,American Economic Growth,44,210961,81,Writing in the Disciplines,15896,2022-2023 Undergraduate Catalog
ENGI,2304,Technical Communications for Engineers,44,211156,81,Writing in the Disciplines,15896,2022-2023 Undergraduate Catalog
ENGL,2330,Writing in the Discipline of English,44,211199,81,Writing in the Disciplines,15896,2022-2023 Undergraduate Catalog
GHL,3358,Hospitality Industry Law,44,211843,81,Writing in the Disciplines,15896,2022-2023 Undergraduate Catalog
HDCS,1300,Human Ecosystems & Tech Change,44,211899,81,Writing in the Disciplines,15896,2022-2023 Undergraduate Catalog
HDFS,1300,Development of Contemporary Families,44,211924,81,Writing in the Disciplines,15896,2022-2023 Undergraduate Catalog
HIST,2328,Chicano History since 1910,44,211659,81,Writing in the Disciplines,15896,2022-2023 Undergraduate Catalog
HIST,3314,Liberals vs. Conservatives: FDR to the Present,44,211640,81,Writing in the Disciplines,15896,2022-2023 Undergraduate Catalog
HIST,3351,Work&Family-Modern Eur,44,211675,81,Writing in the Disciplines,15896,2022-2023 Undergraduate Catalog
HIST,3369,Colonial Mexico,44,211686,81,Writing in the Disciplines,15896,2022-2023 Undergraduate Catalog
HIST,4321,The History of Jewish Food,44,214079,81,Writing in the Disciplines,15896,2022-2023 Undergraduate Catalog
HON,2341,Classics of Modernity,44,212787,81,Writing in the Disciplines,15896,2022-2023 Undergraduate Catalog
HON,3300,Introduction to Healthcare Systems,44,214063,81,Writing in the Disciplines,15896,2022-2023 Undergraduate Catalog
HON,3310,Creativity at Work,44,211776,81,Writing in the Disciplines,15896,2022-2023 Undergraduate Catalog
IART,2300,The Arts in Houston,44,214785,81,Writing in the Disciplines,15896,2022-2023 Undergraduate Catalog
IDNS,4392,History of 20th Century Science,44,212074,81,Writing in the Disciplines,15896,2022-2023 Undergraduate Catalog
ITAL,3307,Italian Renaissance,44,213547,81,Writing in the Disciplines,15896,2022-2023 Undergraduate Catalog
ITAL,3309,Women Writers & Filmmakers of Modern Italy,44,212132,81,Writing in the Disciplines,15896,2022-2023 Undergraduate Catalog
ITAL,4308,Dante and His World,44,212143,81,Writing in the Disciplines,15896,2022-2023 Undergraduate Catalog
JWST,3371,Women in the Hebrew Bible/Old Testament,44,214512,81,Writing in the Disciplines,15896,2022-2023 Undergraduate Catalog
LAST,3300,Latin American Studies: Interdisciplinary Perspectives,44,212206,81,Writing in the Disciplines,15896,2022-2023 Undergraduate Catalog
MAS,3342,Mexican Immigration To the US,44,212469,81,Writing in the Disciplines,15896,2022-2023 Undergraduate Catalog
MAS,3345,"Latino Leadership, Activism & Organizing",44,214321,81,Writing in the Disciplines,15896,2022-2023 Undergraduate Catalog
MATH,4388,History of Mathematics,44,212356,81,Writing in the Disciplines,15896,2022-2023 Undergraduate Catalog
MUSI,3303,Pop Music of Americas Sn 1840,44,212541,81,Writing in the Disciplines,15896,2022-2023 Undergraduate Catalog
NURS,4312,Leadership and Management in Professional Nursing Practice,44,213720,81,Writing in the Disciplines,15896,2022-2023 Undergraduate Catalog
PHIL,1334,Minds and Machines,44,212659,81,Writing in the Disciplines,15896,2022-2023 Undergraduate Catalog
PHYS,3313,Advanced Laboratory I,44,212757,81,Writing in the Disciplines,15896,2022-2023 Undergraduate Catalog
POLS,3310,Introduction to Political Theory,44,212789,81,Writing in the Disciplines,15896,2022-2023 Undergraduate Catalog
POLS,3348,"Left, Right, and Center",44,213739,81,Writing in the Disciplines,15896,2022-2023 Undergraduate Catalog
POLS,3349,Foundations in American Political Thought,44,212830,81,Writing in the Disciplines,15896,2022-2023 Undergraduate Catalog
PSYC,2320,Abnormal Psychology,44,212920,81,Writing in the Disciplines,15896,2022-2023 Undergraduate Catalog
PSYC,3310,Industrial-Organizational Psychology,44,212897,81,Writing in the Disciplines,15896,2022-2023 Undergraduate Catalog
PSYC,4344,Cultural Psychology,44,212892,81,Writing in the Disciplines,15896,2022-2023 Undergraduate Catalog
RELS,2340,Introduction to Hinduism,44,212958,81,Writing in the Disciplines,15896,2022-2023 Undergraduate Catalog
RELS,2350,Introduction to Islam,44,212959,81,Writing in the Disciplines,15896,2022-2023 Undergraduate Catalog
RELS,2360,Introduction to Buddhism,44,212960,81,Writing in the Disciplines,15896,2022-2023 Undergraduate Catalog
RELS,3370,The Bible and Modern Science,44,212967,81,Writing in the Disciplines,15896,2022-2023 Undergraduate Catalog
RELS,3371,Women in the Hebrew Bible/Old Testament,44,214340,81,Writing in the Disciplines,15896,2022-2023 Undergraduate Catalog
RELS,3381,Global Hinduism,44,212970,81,Writing in the Disciplines,15896,2022-2023 Undergraduate Catalog
SOC,3300,Introduction to Sociological Theory,44,213011,81,Writing in the Disciplines,15896,2022-2023 Undergraduate Catalog
SOC,3315,Sexuality and Society,44,213015,81,Writing in the Disciplines,15896,2022-2023 Undergraduate Catalog
SOC,3351,Soc Class&Mobilty in Am,44,213034,81,Writing in the Disciplines,15896,2022-2023 Undergraduate Catalog
SOC,3360,Sociology of Food,44,213037,81,Writing in the Disciplines,15896,2022-2023 Undergraduate Catalog
SPAN,3384,Introduction to Hispanic Literature,44,213091,81,Writing in the Disciplines,15896,2022-2023 Undergraduate Catalog
THEA,2344,American Drama,44,213217,81,Writing in the Disciplines,15896,2022-2023 Undergraduate Catalog
TLIM,3363,Technical Communications,44,212610,81,Writing in the Disciplines,15896,2022-2023 Undergraduate Catalog
WCL,3348,Enlightenment Stories,44,214064,81,Writing in the Disciplines,15896,2022-2023 Undergraduate Catalog
WCL,4351,Frames of Modernity I,44,213356,81,Writing in the Disciplines,15896,2022-2023 Undergraduate Catalog
WCL,4352,Frames of Modernity II - Postmodernity and Globalization,44,213357,81,Writing in the Disciplines,15896,2022-2023 Undergraduate Catalog
WCL,4356,World Film and Film Theory,44,213359,81,Writing in the Disciplines,15896,2022-2023 Undergraduate Catalog
WCL,4365,World Fiction and Reportage,44,213362,81,Writing in the Disciplines,15896,2022-2023 Undergraduate Catalog
WCL,4367,Voices from Exile and Diaspora,44,213363,81,Writing in the Disciplines,15896,2022-2023 Undergraduate Catalog
BUSI,2305,Business Statistics,44,214557,91,Mathematics/Reasoning,15895,2022-2023 Undergraduate Catalog
COSC,1336,Computer Science and Programming,44,210727,91,Mathematics/Reasoning,15895,2022-2023 Undergraduate Catalog
CUIN,1350,Mathematics for Teachers 1,44,214062,91,Mathematics/Reasoning,15895,2022-2023 Undergraduate Catalog
ELET,2300,Introduction To C++ Programming,44,211099,91,Mathematics/Reasoning,15895,2022-2023 Undergraduate Catalog
MATH,1324,Finite Math with Applications,44,212294,91,Mathematics/Reasoning,15895,2022-2023 Undergraduate Catalog
MATH,1325,Calculus for Business & Social Sciences,44,212295,91,Mathematics/Reasoning,15895,2022-2023 Undergraduate Catalog
MATH,1342,Elementary Statistical Methods,44,212303,91,Mathematics/Reasoning,15895,2022-2023 Undergraduate Catalog
MATH,1351,Introduction to Geometric Reasoning,44,212293,91,Mathematics/Reasoning,15895,2022-2023 Undergraduate Catalog
MATH,2312,Precalculus,44,212296,91,Mathematics/Reasoning,15895,2022-2023 Undergraduate Catalog
MATH,2413,Calculus I,44,212298,91,Mathematics/Reasoning,15895,2022-2023 Undergraduate Catalog
MATH,2414,Calculus II,44,212299,91,Mathematics/Reasoning,15895,2022-2023 Undergraduate Catalog
MATH,2450,Accelerated Calculus I,44,212300,91,Mathematics/Reasoning,15895,2022-2023 Undergraduate Catalog
MATH,2451,Accelerated Calculus II,44,212301,91,Mathematics/Reasoning,15895,2022-2023 Undergraduate Catalog
PHIL,1321,Logic I,44,212658,91,Mathematics/Reasoning,15895,2022-2023 Undergraduate Catalog
POLS,3312,"Arguments, Data, and Politics",44,212791,91,Mathematics/Reasoning,15895,2022-2023 Undergraduate Catalog
POLS,3316,Statistics for Political Scientists,44,212795,91,Mathematics/Reasoning,15895,2022-2023 Undergraduate Catalog
PSYC,2317,Introduction to Psychology Statistics,44,212896,91,Mathematics/Reasoning,15895,2022-2023 Undergraduate Catalog
TMTH,3360,Applied Technical Statistics,44,213372,91,Mathematics/Reasoning,15895,2022-2023 Undergraduate Catalog
